Rank,Player,Team,Position,"FHG Value","Games Played",SO,SV%,GAA,W,G,A,+/-,SOG,GWG,PPP,SHP,HITS,FOW
568,"Brandon Manning",PHI,D,-85,11," "," "," "," ",0,3,3,10,0,0,0,19,0
569,"Peter Harrold",STL,D,-85,43," "," "," "," ",3,2,-10,31,0,0,0,40,0
570,"Bo Horvat",VAN,C,-86,68," "," "," "," ",13,12,-8,93,1,0,1,70,436
571,"Greg Pateryn",MTL,D,-86,17," "," "," "," ",0,0,0,10,0,0,0,48,0
572,"Patrik Berglund",STL,C,-86,77," "," "," "," ",12,15,-2,145,0,1,0,93,160
573,"Matt Halischuk",WPG,RW,-86,47," "," "," "," ",3,5,5,59,1,0,0,55,1
574,"Drew Miller",DET,LW,-86,82," "," "," "," ",5,8,-3,98,0,1,1,119,6
575,"Tanner Pearson",LAK,LW,-86,42," "," "," "," ",12,4,14,68,3,1,0,46,5
576,"Joe Morrow",BOS,D,-86,15," "," "," "," ",1,0,3,20,0,0,0,18,0
577,"Taylor Fedun",VAN,D,-87,7," "," "," "," ",0,4,0,12,0,2,0,0,0
578,"Marc-andre Cliche",COL,RW,-87,74," "," "," "," ",2,5,-2,68,0,0,0,27,377
579,"Danny Briere",COL,RW,-87,57," "," "," "," ",8,4,-7,69,3,0,0,19,13
580,"Andrew Campbell",ARI,D,-87,33," "," "," "," ",0,1,-13,28,0,0,0,67,0
581,"David Booth",TOR,LW,-88,59," "," "," "," ",7,6,-8,107,2,0,1,87,6
582,"Luke Witkowski",TBL,D,-88,16," "," "," "," ",0,0,0,10,0,0,0,37,0
583,"Niklas Svedberg",BOS,G,-88,19,2,0.918,2.33,7," "," "," "," "," "," "," "," "," "
584,"Gregory Campbell",CBJ,C,-88,70," "," "," "," ",6,6,1,64,2,0,1,119,339
585,"Stuart Percy",TOR,D,-88,9," "," "," "," ",0,3,-4,13,0,2,0,14,0
586,"Ryan Murray",CBJ,D,-89,12," "," "," "," ",1,2,1,8,0,1,0,5,0
587,"Brian Lashoff",DET,D,-89,11," "," "," "," ",0,2,4,7,0,0,0,7,0
588,"Tomas Kopecky",FLA,RW,-89,64," "," "," "," ",2,6,-19,106,1,0,0,88,3
589,"Jacob Josefson",NJD,C,-89,62," "," "," "," ",6,5,0,61,1,2,3,55,289
590,"Jiri Sekac",ANA,LW,-89,69," "," "," "," ",9,14,0,85,0,3,0,75,0
591,"Shawn Matthias",TOR,C,-89,78," "," "," "," ",18,9,-3,132,0,1,1,66,84
592,"Colby Robak",ANA,D,-89,12," "," "," "," ",0,1,2,8,0,0,0,16,0
593,"Nick Spaling",TOR,C,-90,82," "," "," "," ",9,18,-2,90,0,1,0,134,84
594,"Chris Summers",NYR,D,-90,20," "," "," "," ",0,3,-12,15,0,0,0,49,0
595,"Vincent Trocheck",FLA,C,-90,50," "," "," "," ",7,15,9,89,0,1,0,93,234
596,"Boyd Gordon",ARI,C,-90,68," "," "," "," ",6,7,-5,65,1,1,2,31,681
597,"Jim Slater",WPG,C,-90,82," "," "," "," ",5,8,-4,51,1,0,1,134,448
598,"Tuomo Ruutu",NJD,LW,-90,77," "," "," "," ",7,6,-3,74,0,0,0,174,4
599,"Dennis Everberg",COL,RW,-90,55," "," "," "," ",3,9,-7,62,0,0,0,73,0
600,"Alexey Marchenko",DET,D,-91,13," "," "," "," ",1,1,1,7,0,0,0,9,0
601,"Shane O'Brien",ANA,D,-91,9," "," "," "," ",0,1,-4,4,0,0,0,36,0
602,"Bryan Allen",MTL,D,-91,11," "," "," "," ",0,2,-2,6,0,0,0,20,0
603,"Ladislav Smid",CGY,D,-91,31," "," "," "," ",0,1,-12,21,0,0,0,51,0
604,"Trevor Van Riemsdyk",CHI,D,-91,18," "," "," "," ",0,1,0,21,0,0,0,4,0
605,"Brad Hunt",EDM,D,-91,11," "," "," "," ",1,2,-6,20,0,1,0,8,0
606,"Andrew Macwilliam",WPG,D,-91,12," "," "," "," ",0,2,-6,5,0,0,0,35,0
607,"Griffin Reinhart",EDM,D,-91,8," "," "," "," ",0,1,1,4,0,0,0,14,0
608,"Chad Ruhwedel",BUF,D,-91,4," "," "," "," ",0,1,3,4,0,0,0,6,0
609,"Karl Stollery",SJS,D,-91,10," "," "," "," ",0,0,-1,9,0,0,0,23,0
610,"Bryce Salvador",NJD,D,-91,15," "," "," "," ",0,2,-5,13,0,0,0,22,0
611,"Jay McClement",CAR,C,-91,82," "," "," "," ",7,14,-7,68,2,0,0,79,549
612,"Emerson Etem",NYR,RW,-91,45," "," "," "," ",5,5,-6,77,0,0,0,63,2
613,"Jeff Schultz",LAK,D,-91,9," "," "," "," ",0,1,1,7,0,0,0,10,0
614,"Danny Biega",CAR,D,-92,10," "," "," "," ",0,2,-5,7,0,0,0,27,0
615,"Jiri Tlusty",NJD,C,-92,72," "," "," "," ",14,17,-18,123,0,10,0,80,5
616,"Mat Clark",COL,D,-92,7," "," "," "," ",0,1,2,2,0,0,0,10,0
617,"Barclay Goodrow",SJS,LW,-92,60," "," "," "," ",4,8,-1,68,2,0,1,76,12
618,"Martin Havlat",NJD,RW,-92,40," "," "," "," ",5,9,-11,49,1,6,0,11,0
619,"Stu Bickel",MIN,D,-92,9," "," "," "," ",0,1,1,3,0,0,0,10,0
620,"Michael Kostka",OTT,D,-92,7," "," "," "," ",0,1,1,7,0,0,0,6,0
621,"Eric Nystrom",NSH,LW,-92,60," "," "," "," ",7,5,0,60,1,0,1,104,4
622,"Petter Granberg",TOR,D,-93,7," "," "," "," ",0,0,1,1,0,0,0,16,0
623,"Taylor Beck",NYI,LW,-93,62," "," "," "," ",8,8,-4,78,3,2,0,61,5
624,"Brian Dumoulin",PIT,D,-93,8," "," "," "," ",1,0,0,4,0,0,0,11,0
625,"Erik Haula",MIN,LW,-93,72," "," "," "," ",7,7,-7,92,1,1,1,31,260
626,"David Warsofsky",PIT,D,-93,4," "," "," "," ",0,1,1,7,0,0,0,2,0
627,"Jarred Tinordi",MTL,D,-93,13," "," "," "," ",0,2,-5,5,0,0,0,20,0
628,"Mark Fistric",ANA,D,-93,9," "," "," "," ",0,0,-3,1,0,0,0,28,0
629,"Jack Skille",CBJ,RW,-93,45," "," "," "," ",6,2,-18,95,0,0,0,96,3
630,"Daniel Paille",BOS,LW,-93,71," "," "," "," ",6,7,-9,66,1,0,2,77,2
631,"J.t. Brown",TBL,RW,-94,52," "," "," "," ",3,6,-2,74,0,0,0,43,6
632,"Keith Ballard",MIN,D,-94,14," "," "," "," ",0,1,-3,5,0,0,0,15,0
633,"Kimmo Timonen",CHI,D,-94,16," "," "," "," ",0,0,-3,10,0,0,0,15,0
634,"David Musil",EDM,D,-94,4," "," "," "," ",0,2,-2,3,0,0,0,5,0
635,"Boone Jenner",CBJ,C,-94,31," "," "," "," ",9,8,-5,83,2,5,0,102,151
636,"Brandon Davidson",EDM,D,-95,12," "," "," "," ",1,0,-5,7,0,0,0,18,0
637,"Cameron Schilling",CHI,D,-95,4," "," "," "," ",0,0,1,2,0,0,0,4,0
638,"Brad Richardson",ARI,C,-95,45," "," "," "," ",8,13,0,66,1,1,1,58,276
639,"Marko Dano",CHI,C,-95,35," "," "," "," ",8,13,12,84,1,0,0,94,16
640,"Rasmus Rissanen",CAR,D,-95,6," "," "," "," ",0,0,-5,3,0,0,0,25,0
641,"James Sheppard",NYR,C,-95,71," "," "," "," ",7,11,-4,79,1,1,0,121,278
642,"Michael Paliotta",CBJ,D,-95,1," "," "," "," ",0,1,0,2,0,0,0,0,0
643,"Paul Byron",CGY,C,-95,57," "," "," "," ",6,13,-2,62,0,1,2,101,34
644,"Slater Koekkoek",TBL,D,-95,3," "," "," "," ",0,0,0,6,0,0,0,2,0
645,"Anthony Bitetto",NSH,D,-95,7," "," "," "," ",0,0,-1,2,0,0,0,9,1
646,"FrÉdÉric St-denis",CBJ,D,-95,4," "," "," "," ",0,1,-1,2,0,0,0,2,0
647,"Jake Mccabe",BUF,D,-95,2," "," "," "," ",0,0,0,2,0,0,0,4,0
648,"Justin Falk",CBJ,D,-96,18," "," "," "," ",1,1,-9,18,0,0,0,12,0
649,"Raman Hrabarenka",NJD,D,-96,1," "," "," "," ",0,0,1,0,0,0,0,1,0
650,"Taylor Chorney",WSH,D,-96,7," "," "," "," ",0,0,-1,4,0,0,0,5,0
651,"Maxime Talbot",BOS,C,-96,81," "," "," "," ",5,13,-1,97,1,0,0,132,76
652,"Conor Allen",NSH,D,-96,4," "," "," "," ",0,0,-1,2,0,0,0,6,0
653,"Corey Potter",CGY,D,-96,6," "," "," "," ",0,0,-1,2,0,0,0,6,0
654,"Kyle Cumiskey",CHI,D,-96,7," "," "," "," ",0,0,-1,5,0,0,0,3,0
655,"Stefan Elliott",ARI,D,-96,5," "," "," "," ",0,0,-2,10,0,0,0,2,0
656,"Keaton Ellerby",WPG,D,-96,1," "," "," "," ",0,1,-1,0,0,0,0,1,0
657,"Dylan McIlrath",NYR,D,-96,1," "," "," "," ",0,0,0,0,0,0,0,2,0
658,"Duncan Siemens",COL,D,-96,1," "," "," "," ",0,0,0,0,0,0,0,2,0
659,"John Ramage",CBJ,D,-96,1," "," "," "," ",0,0,-1,4,0,0,0,2,0
660,"Julien Brouillette",WPG,D,-96,1," "," "," "," ",0,0,0,0,0,0,0,1,0
661,"Dylan Reese",ARI,D,-96,1," "," "," "," ",0,0,-1,3,0,0,0,2,0
662,"Frank Corrado",VAN,D,-97,10," "," "," "," ",1,0,-7,8,0,0,0,15,0
663,"Brett Kulak",CGY,D,-97,1," "," "," "," ",0,0,0,0,0,0,0,0,0
664,"Oliver Lauridsen",PHI,D,-97,1," "," "," "," ",0,0,-1,2,0,0,0,2,0
665,"Jordan Oesterle",EDM,D,-97,6," "," "," "," ",0,1,-4,7,0,0,0,2,0
666,"Darnell Nurse",EDM,D,-97,2," "," "," "," ",0,0,-2,2,0,0,0,5,0
667,"TJ Brennan",TOR,D,-97,6," "," "," "," ",0,1,-7,11,0,1,0,2,0
668,"Steve Oleksy",PIT,D,-97,1," "," "," "," ",0,0,-1,1,0,0,0,2,0
669,"Matt Cullen",PIT,C,-97,62," "," "," "," ",7,18,8,90,1,4,0,10,155
670,"Jonathon Blum",MIN,D,-97,4," "," "," "," ",0,1,-3,3,0,0,0,1,0
671,"RJ Umberger",PHI,LW,-97,67," "," "," "," ",9,6,-9,96,0,2,0,114,9
672,"Mark Alt",PHI,D,-97,1," "," "," "," ",0,0,-1,0,0,0,0,1,0
673,"Ryan Wilson",COL,D,-97,3," "," "," "," ",0,0,-3,3,0,0,0,6,0
674,"Calle Jarnkrok",NSH,C,-97,74," "," "," "," ",7,11,2,95,1,0,1,32,296
675,"Joe Piskula",ANA,D,-97,1," "," "," "," ",0,0,-1,0,0,0,0,0,0
676,"Keegan Lowe",CAR,D,-98,2," "," "," "," ",0,0,-2,0,0,0,0,3,0
677,"Shayne Gostisbehere",PHI,D,-98,2," "," "," "," ",0,0,-2,2,0,0,0,0,0
678,"Jared Boll",CBJ,RW,-98,72," "," "," "," ",1,4,-13,28,0,0,0,131,0
679,"Philip Samuelsson",ARI,D,-98,4," "," "," "," ",0,0,-3,4,0,0,0,2,0
680,"Jesse Blacker",FLA,D,-98,1," "," "," "," ",0,0,-2,0,0,0,0,1,0
681,"Colin McDonald",PHI,RW,-98,18," "," "," "," ",2,6,-3,29,0,0,0,72,2
682,"Patrick Kaleta",BUF,RW,-99,42," "," "," "," ",0,3,-11,25,0,0,1,88,3
683,"Tyler Wotherspoon",CGY,D,-99,1," "," "," "," ",0,0,-3,1,0,0,0,0,0
684,"Karri Ramo",CGY,G,-99,34,2,0.912,2.6,15," "," "," "," "," "," "," "," "," "
685,"Johan Larsson",BUF,LW,-99,39," "," "," "," ",6,10,0,50,0,4,0,59,150
686,"Matt Stajan",CGY,C,-100,59," "," "," "," ",7,10,7,46,0,0,1,72,303
687,"Scott Harrington",TOR,D,-100,10," "," "," "," ",0,0,-10,9,0,0,0,12,0
688,"Tanner Glass",NYR,LW,-100,66," "," "," "," ",1,5,-12,53,0,0,0,213,7
689,"Shawn Thornton",FLA,RW,-100,46," "," "," "," ",1,4,-13,53,0,0,0,93,3
690,"Mason Raymond",CGY,LW,-101,57," "," "," "," ",12,11,-8,123,1,1,0,7,0
691,"Anthony Peluso",WPG,RW,-101,49," "," "," "," ",1,1,-3,23,0,0,0,100,0
692,"Kyle Brodziak",STL,C,-101,73," "," "," "," ",9,11,-6,86,0,0,1,56,338
693,"B.J. Crombeen",ARI,RW,-101,58," "," "," "," ",3,3,-6,43,0,0,0,68,1
694,"Anton Lander",EDM,C,-102,38," "," "," "," ",6,14,-12,61,2,7,0,59,226
695,"Brad Malone",CAR,C,-102,65," "," "," "," ",7,8,-8,65,2,0,0,162,30
696,"Chris Terry",CAR,LW,-103,57," "," "," "," ",11,9,-4,71,0,4,0,44,6
697,"Gabriel Bourque",NSH,LW,-103,69," "," "," "," ",3,10,-13,76,0,0,0,141,3
698,"Damien Brunner",NJD,RW,-104,17," "," "," "," ",2,5,-1,29,0,4,0,7,2
699,"Matt Fraser",WPG,LW,-104,60," "," "," "," ",8,4,-16,92,1,1,0,111,3
700,"Iiro Pakarinen",EDM,RW,-105,17," "," "," "," ",1,2,-4,34,0,2,0,51,1
701,"Marcus Kruger",CHI,C,-105,81," "," "," "," ",7,10,-5,126,1,0,0,29,357
702,"Marcel Goc",STL,C,-105,74," "," "," "," ",3,6,-3,77,0,0,1,87,372
703,"Ryan White",PHI,C,-105,34," "," "," "," ",6,6,4,45,1,0,1,108,65
704,"Craig Cunningham",ARI,LW,-105,51," "," "," "," ",3,4,-7,54,0,0,1,107,69
705,"Zach Sill",WSH,LW,-106,63," "," "," "," ",1,3,-5,43,0,0,0,173,46
706,"Corey Tropp",CHI,RW,-106,61," "," "," "," ",1,7,-14,22,0,0,0,80,1
707,"Tyler Pitlick",EDM,RW,-106,17," "," "," "," ",2,0,-3,18,1,0,0,55,5
708,"Jonathan Bernier",TOR,G,-106,58,2,0.912,2.93,21," "," "," "," "," "," "," "," "," "
709,"Rene Bourque",CBJ,LW,-107,51," "," "," "," ",6,8,-15,85,1,3,0,71,4
710,"Stephen Weiss",DET,C,-107,52," "," "," "," ",9,16,-2,52,1,9,0,19,10
711,"Steve Ott",STL,C,-108,78," "," "," "," ",3,9,-8,49,0,0,0,184,160
712,"Maxim Lapierre",PIT,C,-108,80," "," "," "," ",2,9,-15,86,0,0,0,153,305
713,"Olli Jokinen",STL,C,-108,62," "," "," "," ",4,6,6,110,1,0,0,64,134
714,"Kyle Chipchura",ARI,C,-109,70," "," "," "," ",4,10,-23,81,0,1,0,130,473
715,"Andrew Desjardins",CHI,C,-110,69," "," "," "," ",5,5,-1,59,1,0,0,128,158
716,"Steven Pinizzotto",EDM,RW,-110,18," "," "," "," ",2,2,1,15,0,0,0,32,0
717,"Mark Letestu",EDM,C,-111,54," "," "," "," ",7,6,-9,63,1,1,1,51,319
718,"Brandon Bollig",CGY,LW,-112,62," "," "," "," ",1,4,-9,67,0,0,0,137,3
719,"Ryan Spooner",BOS,C,-112,29," "," "," "," ",8,10,2,73,1,5,0,17,100
720,"Torrey Mitchell",MTL,C,-112,65," "," "," "," ",6,8,-8,55,2,0,0,58,399
721,"Mike Richards",LAK,C,-112,53," "," "," "," ",5,11,-10,63,1,3,0,62,289
722,"Teemu Pulkkinen",DET,LW,-112,31," "," "," "," ",5,3,5,67,2,2,0,3,0
723,"Vincent Lecavalier",PHI,C,-113,57," "," "," "," ",8,12,-7,103,0,4,0,40,95
724,"Vladislav Namestnikov",TBL,C,-113,43," "," "," "," ",9,7,1,46,3,2,0,41,70
725,"Chris Tierney",SJS,C,-113,43," "," "," "," ",6,15,3,48,1,4,0,11,150
726,"Dainius Zubrus",NJD,C,-113,74," "," "," "," ",4,6,-9,72,1,1,1,99,37
727,"Mike Brown",SJS,RW,-114,12," "," "," "," ",0,0,0,11,0,0,0,42,4
728,"Alexander Wennberg",CBJ,C,-114,68," "," "," "," ",4,16,-19,85,0,4,0,58,288
729,"Bryan Rust",PIT,RW,-114,14," "," "," "," ",1,1,-3,34,0,0,0,21,0
730,"Mikhail Grabovski",NYI,C,-114,51," "," "," "," ",9,10,3,81,2,1,0,11,38
731,"Markus Granlund",CGY,C,-114,48," "," "," "," ",8,10,-4,65,1,2,0,44,193
732,"Jayson Megna",NYR,RW,-114,12," "," "," "," ",0,1,-2,13,0,0,0,40,0
733,"Brenden Morrow",TBL,LW,-114,70," "," "," "," ",3,5,-1,28,0,0,0,112,0
734,"Andrew Miller",EDM,RW,-115,9," "," "," "," ",1,5,-2,14,0,0,0,7,1
735,"Jacob De La Rose",MTL,LW,-115,33," "," "," "," ",4,2,-5,38,0,0,1,71,64
736,"Teuvo Teravainen",CHI,LW,-115,34," "," "," "," ",4,5,4,66,1,1,0,11,29
737,"Ryan Carter",MIN,C,-115,53," "," "," "," ",3,10,3,47,0,0,1,77,29
738,"Zac Rinaldo",BOS,C,-115,58," "," "," "," ",1,5,-9,45,0,0,0,216,1
739,"Borna Rendulic",COL,RW,-116,11," "," "," "," ",1,1,1,6,0,0,0,22,0
740,"Darcy Kuemper",MIN,G,-116,31,4,0.905,2.7,14," "," "," "," "," "," "," "," "," "
741,"Brandon Kozun",TOR,RW,-116,20," "," "," "," ",2,2,-3,8,0,0,0,21,1
742,"Ronalds Kenins",VAN,LW,-117,30," "," "," "," ",4,8,-2,38,0,0,0,71,0
743,"Tye McGinn",TBL,LW,-117,51," "," "," "," ",2,5,0,60,0,0,0,71,1
744,"Adam Cracknell",VAN,RW,-117,17," "," "," "," ",0,1,-8,17,0,0,0,43,20
745,"Adam Burish",SJS,RW,-117,20," "," "," "," ",1,2,-6,22,0,0,0,11,57
746,"Chris VandeVelde",PHI,C,-117,72," "," "," "," ",9,6,-6,70,0,0,0,121,21
747,"Josh Anderson",CBJ,RW,-117,6," "," "," "," ",0,1,-1,10,0,0,0,24,0
748,"Chris Mueller",ANA,RW,-117,7," "," "," "," ",1,1,-1,10,0,1,0,3,38
749,"Ty Rattie",STL,RW,-117,11," "," "," "," ",0,2,0,8,0,0,0,15,0
750,"Sven Andrighetto",MTL,RW,-118,12," "," "," "," ",2,1,0,12,0,0,0,5,3
751,"Daniel Cleary",DET,RW,-118,17," "," "," "," ",1,1,-4,17,0,0,0,21,2
752,"Brian Ferlin",BOS,RW,-118,7," "," "," "," ",0,1,0,6,0,0,0,20,0
753,"Bobby Farnham",PIT,RW,-118,11," "," "," "," ",0,0,0,6,0,0,0,26,0
754,"Michael Ferland",CGY,LW,-118,26," "," "," "," ",2,3,1,34,1,1,0,67,0
755,"Viktor Stalberg",NYR,LW,-118,25," "," "," "," ",2,8,0,27,1,0,0,54,1
756,"Christian Thomas",MTL,RW,-118,18," "," "," "," ",1,0,-2,26,0,0,0,8,0
757,"Andrei Vasilevskiy",TBL,G,-118,16,1,0.918,2.54,7," "," "," "," "," "," "," "," "," "
758,"Tyler Kennedy",NYI,C,-119,38," "," "," "," ",6,8,-2,79,2,0,0,49,13
759,"Chris Wagner",ANA,RW,-119,9," "," "," "," ",0,0,-2,7,0,0,0,22,33
760,"Mike Sislo",NJD,RW,-120,10," "," "," "," ",0,1,-2,13,0,0,0,12,0
761,"Jeremy Morin",CHI,LW,-120,43," "," "," "," ",2,4,1,73,0,0,0,45,2
762,"Petr Straka",PHI,RW,-120,3," "," "," "," ",0,2,1,2,0,0,0,4,0
763,"Daniil Tarasov",SJS,RW,-120,5," "," "," "," ",0,1,2,5,0,0,0,2,1
764,"Miikka Salomaki",NSH,RW,-120,1," "," "," "," ",1,0,1,4,0,0,0,7,0
765,"Travis Moen",DAL,LW,-121,44," "," "," "," ",3,6,0,34,0,0,0,62,0
766,"Joe Vitale",ARI,C,-121,70," "," "," "," ",3,6,-11,55,0,0,0,104,354
767,"Ryan Hartman",CHI,RW,-121,5," "," "," "," ",0,0,-1,8,0,0,0,11,0
768,"Stanislav Galiev",WSH,RW,-121,2," "," "," "," ",1,0,1,2,0,0,0,3,0
769,"Brian McGrattan",ANA,RW,-122,8," "," "," "," ",0,0,-2,10,0,0,0,11,0
770,"Kyle Baun",CHI,RW,-122,3," "," "," "," ",0,0,-1,4,0,0,0,12,0
771,"Viktor Arvidsson",NSH,RW,-122,6," "," "," "," ",0,0,0,9,0,0,0,3,0
772,"Matt Frattin",TOR,RW,-122,9," "," "," "," ",0,0,0,6,0,0,0,4,1
773,"Jordan Szwarz",ARI,RW,-122,9," "," "," "," ",1,0,-2,8,0,0,0,5,0
774,"Ben Street",COL,RW,-122,3," "," "," "," ",0,0,0,4,0,0,0,3,17
775,"Eriah Hayes",SJS,RW,-122,4," "," "," "," ",0,0,-2,10,0,0,0,7,1
776,"Joe Whitney",NYI,RW,-123,4," "," "," "," ",1,0,-1,1,0,0,0,5,0
777,"Chris Conner",PHI,RW,-123,2," "," "," "," ",0,0,1,3,0,0,0,0,0
778,"Troy Bodie",TOR,RW,-123,5," "," "," "," ",0,0,0,1,0,0,0,4,0
779,"Joel Armia",WPG,RW,-123,1," "," "," "," ",0,0,0,0,0,0,0,4,0
780,"John Gibson",ANA,G,-123,23,1,0.914,2.72,13," "," "," "," "," "," "," "," "," "
781,"Mike Blunden",TBL,RW,-123,2," "," "," "," ",0,0,-1,0,0,0,0,7,0
782,"Harrison Zolnierczyk",ANA,RW,-123,2," "," "," "," ",0,0,-1,1,0,0,0,6,0
783,"John Scott",ARI,LW,-123,38," "," "," "," ",3,1,0,19,0,0,0,94,0
784,"Daniel Carcillo",CHI,LW,-124,39," "," "," "," ",4,4,3,42,0,0,0,36,0
785,"Stefan Noesen",ANA,RW,-124,1," "," "," "," ",0,0,0,0,0,0,0,0,0
786,"Colton Orr",TOR,RW,-124,1," "," "," "," ",0,0,0,0,0,0,0,0,0
787,"Valeri Nichushkin",DAL,RW,-124,8," "," "," "," ",0,1,-5,6,0,0,0,7,0
788,"Jerry D'amigo",BUF,RW,-124,9," "," "," "," ",0,0,-4,7,0,0,0,8,0
789,"Carter Ashton",TBL,RW,-124,7," "," "," "," ",0,0,-3,4,0,0,0,6,1
790,"Devin Setoguchi",CGY,RW,-125,12," "," "," "," ",0,0,-7,12,0,0,0,12,1
791,"Matt Cooke",MIN,LW,-126,29," "," "," "," ",4,6,0,24,0,0,0,39,3
792,"Curtis Mckenzie",DAL,LW,-126,36," "," "," "," ",4,1,-8,41,0,0,0,85,3
793,"Martin Jones",SJS,G,-126,15,3,0.906,2.3,4," "," "," "," "," "," "," "," "," "
794,"Manny Malhotra",MTL,C,-126,58," "," "," "," ",1,3,-6,46,1,0,0,37,537
795,"Michael Bournival",MTL,LW,-127,29," "," "," "," ",3,2,3,27,1,0,0,26,4
796,"Michael Latta",WSH,C,-128,53," "," "," "," ",0,6,4,24,0,0,0,91,160
797,"Colin Greening",OTT,LW,-128,26," "," "," "," ",1,0,-5,39,0,0,0,85,6
798,"Chris Porter",PHI,LW,-128,24," "," "," "," ",1,1,-3,24,1,0,0,63,4
799,"Jordan Nolan",LAK,C,-128,60," "," "," "," ",6,3,-6,44,1,0,0,102,1
800,"Luke Gazdic",EDM,LW,-130,40," "," "," "," ",2,1,-4,26,0,0,0,76,0
801,"Joakim Andersson",DET,C,-130,68," "," "," "," ",3,5,-4,74,1,0,0,27,192
802,"Lucas Lessio",ARI,LW,-132,26," "," "," "," ",2,3,-10,44,0,0,0,59,0
803,"Simon Gagne",BOS,LW,-132,23," "," "," "," ",3,1,0,27,1,0,0,20,1
804,"Jesse Joensuu",EDM,LW,-132,20," "," "," "," ",2,2,-8,18,0,0,1,37,0
805,"Anthony Duclair",ARI,LW,-132,18," "," "," "," ",1,6,4,18,0,1,0,6,0
806,"Scott Laughton",PHI,C,-133,31," "," "," "," ",2,4,-1,51,0,1,0,58,134
807,"Trevor Smith",TOR,C,-133,54," "," "," "," ",2,3,-9,46,0,0,0,75,293
808,"Cody McCormick",BUF,C,-133,33," "," "," "," ",1,3,-9,31,0,0,1,77,147
809,"Cody Hodgson",NSH,C,-134,78," "," "," "," ",6,7,-28,127,0,1,0,40,173
810,"Liam O'brien",WSH,LW,-134,13," "," "," "," ",1,1,4,16,0,0,0,35,1
811,"Nick Shore",LAK,C,-135,34," "," "," "," ",1,6,0,33,0,1,0,51,127
812,"Jamie McGinn",BUF,LW,-136,19," "," "," "," ",4,2,-9,36,0,1,0,29,1
813,"Tim Schaller",BUF,LW,-136,18," "," "," "," ",1,1,-5,19,0,0,0,44,74
814,"Jordan Schroeder",MIN,C,-136,25," "," "," "," ",3,5,9,48,0,0,0,24,0
815,"Matt Puempel",OTT,LW,-137,13," "," "," "," ",2,1,6,14,0,0,0,9,0
816,"Keith Kinkaid",NJD,G,-137,20,1,0.915,2.59,6," "," "," "," "," "," "," "," "," "
817,"Seth Griffith",BOS,C,-138,30," "," "," "," ",6,4,-2,33,1,3,0,14,3
818,"Ryane Clowe",NJD,LW,-139,13," "," "," "," ",1,3,-1,15,0,0,0,21,0
819,"Stephane Veilleux",MIN,LW,-139,12," "," "," "," ",1,1,0,9,1,0,0,9,0
820,"William Karlsson",CBJ,C,-140,21," "," "," "," ",3,2,3,29,1,1,0,18,93
821,"Cory Conacher",VAN,LW,-140,15," "," "," "," ",1,2,-3,23,0,0,0,19,1
822,"Sven Baertschi",VAN,LW,-140,18," "," "," "," ",2,4,-3,15,0,0,0,8,0
823,"TJ Galiardi",WPG,LW,-140,38," "," "," "," ",1,0,-8,35,0,0,0,38,2
824,"Kerby Rychel",CBJ,LW,-140,5," "," "," "," ",0,3,3,4,0,0,0,11,0
825,"Jordan Caron",STL,LW,-141,30," "," "," "," ",0,0,-2,12,0,0,0,41,0
826,"Matt Ellis",BUF,LW,-141,39," "," "," "," ",1,1,-12,29,1,0,0,10,100
827,"Bryan Lerg",SJS,LW,-142,2," "," "," "," ",1,0,-1,8,1,0,0,3,4
828,"Leon Draisaitl",EDM,C,-143,37," "," "," "," ",2,7,-17,49,1,2,0,21,128
829,"Dan Ellis",WSH,G,-143,9,1,0.914,2.34,4," "," "," "," "," "," "," "," "," "
830,"Joakim Nordstrom",CAR,C,-144,38," "," "," "," ",0,3,-5,42,0,0,0,73,2
831,"Joakim Lindstrom",TOR,C,-144,53," "," "," "," ",4,6,-15,61,0,5,0,14,7
832,"Ryan Hamilton",EDM,LW,-144,16," "," "," "," ",1,1,-8,12,0,1,0,27,1
833,"Eric Boulton",NYI,LW,-144,10," "," "," "," ",2,0,-1,9,0,0,0,10,0
834,"Magnus Paajarvi",STL,LW,-145,10," "," "," "," ",0,1,-2,9,0,1,0,8,1
835,"Reto Berra",COL,G,-145,19,1,0.918,2.72,5," "," "," "," "," "," "," "," "," "
836,"Zach Boychuk",CAR,C,-145,31," "," "," "," ",3,3,0,35,0,0,0,40,0
837,"Michael Chaput",CBJ,C,-145,33," "," "," "," ",1,4,-8,23,0,0,0,59,143
838,"Tom Sestito",VAN,LW,-145,3," "," "," "," ",0,1,1,1,0,0,0,10,0
839,"Zack Smith",OTT,C,-145,37," "," "," "," ",2,1,-8,38,0,0,0,64,103
840,"Emile Poirier",CGY,LW,-145,6," "," "," "," ",0,1,1,2,0,0,0,7,0
841,"Jordan Martinook",ARI,LW,-146,8," "," "," "," ",0,1,-3,8,0,0,0,14,1
842,"Josh Leivo",TOR,LW,-146,9," "," "," "," ",1,0,-1,10,0,0,0,5,0
843,"Mikhail Grigorenko",COL,C,-146,25," "," "," "," ",3,3,-10,35,0,2,0,28,153
844,"Andrew Agozzino",COL,LW,-147,1," "," "," "," ",0,1,1,1,0,0,0,1,0
845,"Andy Andreoff",LAK,C,-147,18," "," "," "," ",2,1,1,14,1,0,0,33,32
